pageNumber	id	file	status	note
391	page-391	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
392	page-392	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
393	page-393	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
394	page-394	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
395	page-395	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
396	page-396	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
397	page-397	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
398	page-398	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
399	page-399	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
400	page-400	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
401	page-401	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
402	page-402	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
403	page-403	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
404	page-404	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
405	page-405	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
406	page-406	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
407	page-407	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
408	page-408	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
409	page-409	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
410	page-410	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
411	page-411	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
412	page-412	src/assets/chapter-09.json	DUPLICATE	Suspected duplicate/misplacements; appears again at high line numbers
413	page-413	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
414	page-414	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
415	page-415	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
416	page-416	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
417	page-417	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
418	page-418	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
419	page-419	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
420	page-420	src/assets/chapter-09.json	MISPLACED	High pages present in chapter-09; verify they belong before final chapter-10
421	page-421		UNKNOWN	Check JSON: ensure single correct location before chapter-10
422	page-422	src/assets/chapter-10.json	OK	Defined in final chapter as expected
423	page-423	src/assets/chapter-10.json	OK	Defined in final chapter as expected
424	page-424	src/assets/chapter-10.json	OK	Defined in final chapter as expected
425	page-425	src/assets/chapter-10.json	OK	Defined in final chapter as expected
